FECHA;DEMANDA_CAJA;DEMANDA_ATM
2017-09-01; 4952243;15009800
2017-09-02; 0;15009800
2017-09-03; 0;15009800
2017-09-04; -4347969;5502100
2017-09-05; -6485698;5491000
2017-09-06; -6130756;5456600
2017-09-07; -2720303;6368700
2017-09-08; -7140122;9852200
2017-09-09; 0;9852200
2017-09-10; 0;9852200
2017-09-11; -13904708;4082400
2017-09-12; -6162176;3844600
2017-09-13; -3639775;3180100
2017-09-14; -6341998;3088200
2017-09-15; -1378095;5661800
2017-09-16; 0;5661800
2017-09-17; 0;5661800
2017-09-18; -8023305;2764500
2017-09-19; -3896846;2583100
2017-09-20; -5016344;2482100
2017-09-21; -1766021;3034200
2017-09-22; -612142;5617700
2017-09-23; 0;5617700
2017-09-24; 0;5617700
2017-09-25; -6832562;2403100
2017-09-26; -8399481;2308100
2017-09-27; -4472679;2158500
2017-09-28; -828128;2332400
2017-09-29; -73162;18362700
2017-09-30; 0;18362700
2017-10-01; 0;18362700
2017-10-02; 2062677;7733000
2017-10-03; -615399;6657900
2017-10-04; -2094267;5823500
2017-10-05; -772807;5482100
2017-10-06; 9615125;10448900
2017-10-07; 0;10448900
2017-10-08; 0;10448900
2017-10-09; -9520678;5098200
2017-10-10; -6258268;4509300
2017-10-11; -5323996;3996600
2017-10-12; -2212237;3578700
2017-10-13; -1822517;7686900
2017-10-14; 0;7686900
2017-10-15; 0;7686900
2017-10-16; 0;7686900
2017-10-17; -14214626;2780100
2017-10-18; -6830086;2262000
2017-10-19; -713588;3577400
2017-10-20; -3018227;5387900
2017-10-21; 0;5387900
2017-10-22; 0;5387900
2017-10-23; -6942569;2514000
2017-10-24; -4664425;1792200
2017-10-25; -3072464;2083300
2017-10-26; -5585083;2452200
2017-10-27; 812748;4349100
2017-10-28; 0;4349100
2017-10-29; 0;4349100
2017-10-30; -6151549;5838500
2017-10-31; 6457020;8150500
2017-11-01; 274023;7656600
2017-11-02; 2106967;6634200
2017-11-03; 1582043;18401200
2017-11-04; 0;18401200
2017-11-05; 0;18401200
2017-11-06; 0;18401200
2017-11-07; -18926737;4756200
2017-11-08; -4212751;4773100
2017-11-09; -488692;5318800
2017-11-10; -7873998;8088100
2017-11-11; 0;8088100
2017-11-12; 0;8088100
2017-11-13; -9322162;3149300
2017-11-14; -2550382;3251000
2017-11-15; -3667452;2690100
2017-11-16; -3190162;2840500
2017-11-17; 369312;6228000
2017-11-18; 0;6228000
2017-11-19; 0;6228000
2017-11-20; 0;6228000
2017-11-21; -3640757;3119300
2017-11-22; -7191824;2918200
2017-11-23; 128161;2847400
2017-11-24; -2129201;4229700
2017-11-25; 0;4229700
2017-11-26; 0;4229700
2017-11-27; -2848232;2252100
2017-11-28; -5620982;2097500
2017-11-29; -5782316;6583800
2017-11-30; 4116005;8462300
2017-12-01; 3768799;14003300
2017-12-02; 0;14003300
2017-12-03; 0;14003300
2017-12-04; -6889607;5782400
2017-12-05; -10040778;6200500
2017-12-06; -8894089;6607600
2017-12-07; -7248963;12963900
2017-12-08; 0;12963900
2017-12-09; 0;12963900
2017-12-10; 0;12963900
2017-12-11; -12169412;4859400
2017-12-12; -7221300;4104400
2017-12-13; -6671622;4196100
2017-12-14; -2978108;7329500
2017-12-15; 3076594;15239000
2017-12-16; 0;15239000
2017-12-17; 0;15239000
2017-12-18; -4416050;5033500
2017-12-19; -8800975;4847800
2017-12-20; 624550;5205000
2017-12-21; 1585889;6104700
2017-12-22; 1984217;12553000
2017-12-23; 0;12553000
2017-12-24; 0;12553000
2017-12-25; 0;12553000
2017-12-26; -7690949;3839000
2017-12-27; 3041753;3375100
2017-12-28; 11512024;6273800
2017-12-29; 7571871;14702500
2017-12-30; 0;14702500
2017-12-31; 0;14702500
