,DATE,CASHD,ATMD,HOLIDAY
771,2017-04-10,-7003587,0,0
772,2017-04-11,-3015034,0,0
773,2017-04-12,-4958752,0,0
774,2017-04-13,0,0,1
775,2017-04-14,0,0,1
776,2017-04-15,0,0,1
777,2017-04-16,0,0,1
778,2017-04-17,-7849552,0,0
779,2017-04-18,-4709350,0,0
780,2017-04-19,-2987068,0,0
781,2017-04-20,-1831324,0,0
782,2017-04-21,-2168258,0,0
783,2017-04-22,0,0,1
784,2017-04-23,0,0,1
785,2017-04-24,-2478147,0,0
786,2017-04-25,-2385787,0,0
787,2017-04-26,-375151,0,0
788,2017-04-27,-885907,0,0
789,2017-04-28,1731686,0,0
790,2017-04-29,0,0,1
791,2017-04-30,0,0,1
792,2017-05-01,0,0,1
793,2017-05-02,-4246735,0,0
794,2017-05-03,-2850611,0,0
795,2017-05-04,-1292317,0,0
796,2017-05-05,-2032844,0,0
797,2017-05-06,0,0,1
798,2017-05-07,0,0,1
799,2017-05-08,-8979540,0,0
800,2017-05-09,-3321633,0,0
801,2017-05-10,-6453658,0,0
802,2017-05-11,-3413601,0,0
803,2017-05-12,-1902603,0,0
804,2017-05-13,0,0,1
805,2017-05-14,0,0,1
806,2017-05-15,-4659607,0,0
807,2017-05-16,-5602194,0,0
808,2017-05-17,-2212519,0,0
809,2017-05-18,-1407071,0,0
810,2017-05-19,627911,0,0
811,2017-05-20,0,0,1
812,2017-05-21,0,0,1
813,2017-05-22,-2376486,0,0
814,2017-05-23,-572457,0,0
815,2017-05-24,-2047194,0,0
816,2017-05-25,0,0,1
817,2017-05-26,-1004261,0,0
818,2017-05-27,0,0,1
819,2017-05-28,0,0,1
820,2017-05-29,-3635807,0,0
821,2017-05-30,-2163686,0,0
822,2017-05-31,-306203,0,0
823,2017-06-01,444355,0,0
824,2017-06-02,-540222,0,0
825,2017-06-03,0,0,1
826,2017-06-04,0,0,1
827,2017-06-05,-4640356,0,0
828,2017-06-06,-3913835,0,0
829,2017-06-07,-5199861,0,0
830,2017-06-08,-4312555,0,0
831,2017-06-09,-2946803,0,0
832,2017-06-10,0,0,1
833,2017-06-11,0,0,1
834,2017-06-12,-6702132,0,0
835,2017-06-13,0,0,1
836,2017-06-14,-6550586,0,0
837,2017-06-15,-1459290,0,0
838,2017-06-16,-2415820,0,0
839,2017-06-17,0,0,1
840,2017-06-18,0,0,1
841,2017-06-19,-4678558,0,0
842,2017-06-20,0,0,1
843,2017-06-21,-3420740,0,0
844,2017-06-22,-224322,0,0
845,2017-06-23,1600644,0,0
846,2017-06-24,0,0,1
847,2017-06-25,0,0,1
848,2017-06-26,-2227345,0,0
849,2017-06-27,-1706648,0,0
850,2017-06-28,-1126492,0,0
851,2017-06-29,-470938,0,0
852,2017-06-30,3761411,0,0
853,2017-07-01,0,0,1
854,2017-07-02,0,0,1
855,2017-07-03,-3508398,0,0
856,2017-07-04,-1309554,0,0
857,2017-07-05,-2209428,0,0
858,2017-07-06,-2289727,0,0
859,2017-07-07,-2204770,0,0
860,2017-07-08,0,0,1
861,2017-07-09,0,0,1
862,2017-07-10,-10797746,0,0
863,2017-07-11,-5363499,0,0
864,2017-07-12,-6376080,0,0
865,2017-07-13,-3531857,0,0
866,2017-07-14,-123504,0,0
867,2017-07-15,0,0,1
868,2017-07-16,0,0,1
869,2017-07-17,-4801228,0,0
870,2017-07-18,-2684791,0,0
871,2017-07-19,-2458574,0,0
872,2017-07-20,-1206020,0,0
873,2017-07-21,555948,0,0
874,2017-07-22,0,0,1
875,2017-07-23,0,0,1
876,2017-07-24,-5579129,0,0
877,2017-07-25,-961728,0,0
878,2017-07-26,-2355239,0,0
879,2017-07-27,-1379572,0,0
880,2017-07-28,2136035,0,0
881,2017-07-29,0,0,1
882,2017-07-30,0,0,1
883,2017-07-31,-1824149,0,0
884,2017-08-01,-21917,0,0
885,2017-08-02,-3990561,0,0
886,2017-08-03,169475,0,0
887,2017-08-04,-1743200,0,0
888,2017-08-05,0,0,1
889,2017-08-06,0,0,1
890,2017-08-07,-4697381,0,0
891,2017-08-08,-4453624,0,0
892,2017-08-09,-3722787,0,0
893,2017-08-10,-4368199,0,0
894,2017-08-11,-2130554,0,0
895,2017-08-12,0,0,1
896,2017-08-13,0,0,1
897,2017-08-14,-3647719,0,0
898,2017-08-15,-3205490,0,0
899,2017-08-16,-5026194,0,0
900,2017-08-17,6051750,0,0
901,2017-08-18,-2208598,0,0
902,2017-08-19,0,0,1
903,2017-08-20,0,0,1
904,2017-08-21,0,0,1
905,2017-08-22,-8983705,0,0
906,2017-08-23,-4083697,0,0
907,2017-08-24,-859639,0,0
908,2017-08-25,-2335300,0,0
909,2017-08-26,0,0,1
910,2017-08-27,0,0,1
911,2017-08-28,-7201151,0,0
912,2017-08-29,-2122325,0,0
913,2017-08-30,-1189171,0,0
914,2017-08-31,462510,0,0
915,2017-09-01,-615253,0,0
916,2017-09-02,0,0,1
917,2017-09-03,0,0,1
918,2017-09-04,-4944132,0,0
919,2017-09-05,-2509559,0,0
920,2017-09-06,-5502144,0,0
921,2017-09-07,-2674128,0,0
922,2017-09-08,-2078487,0,0
923,2017-09-09,0,0,1
924,2017-09-10,0,0,1
925,2017-09-11,-13725580,0,0
926,2017-09-12,-5119768,0,0
927,2017-09-13,-4680195,0,0
928,2017-09-14,-2886659,0,0
929,2017-09-15,-4895162,0,0
930,2017-09-16,0,0,1
931,2017-09-17,0,0,1
932,2017-09-18,-8697025,0,0
933,2017-09-19,-3484541,0,0
934,2017-09-20,-2080266,0,0
935,2017-09-21,-1973065,0,0
936,2017-09-22,12107,0,0
937,2017-09-23,0,0,1
938,2017-09-24,0,0,1
939,2017-09-25,-6107107,0,0
940,2017-09-26,-1775385,0,0
941,2017-09-27,-3315255,0,0
942,2017-09-28,-1931828,0,0
943,2017-09-29,-197660,0,0
944,2017-09-30,0,0,1
945,2017-10-01,0,0,1
946,2017-10-02,-6458751,0,0
947,2017-10-03,-2204414,0,0
948,2017-10-04,-3103329,0,0
949,2017-10-05,-1677067,0,0
950,2017-10-06,-4480979,0,0
951,2017-10-07,0,0,1
952,2017-10-08,0,0,1
953,2017-10-09,-7235527,0,0
954,2017-10-10,-6046568,0,0
955,2017-10-11,-3861298,0,0
956,2017-10-12,-1872026,0,0
957,2017-10-13,-2644136,0,0
958,2017-10-14,0,0,1
959,2017-10-15,0,0,1
960,2017-10-16,0,0,1
961,2017-10-17,-9334736,0,0
962,2017-10-18,-3163902,0,0
963,2017-10-19,-85959,0,0
964,2017-10-20,-301691,0,0
965,2017-10-21,0,0,1
966,2017-10-22,0,0,1
967,2017-10-23,-2334013,0,0
968,2017-10-24,-1191225,0,0
969,2017-10-25,-1837577,0,0
970,2017-10-26,879890,0,0
971,2017-10-27,-231596,0,0
972,2017-10-28,0,0,1
973,2017-10-29,0,0,1
974,2017-10-30,-6413918,0,0
975,2017-10-31,-1072390,0,0
976,2017-11-01,-687272,0,0
977,2017-11-02,-6191736,0,0
978,2017-11-03,-3761318,0,0
979,2017-11-04,0,0,1
980,2017-11-05,0,0,1
981,2017-11-06,0,0,1
982,2017-11-07,-16081347,0,0
983,2017-11-08,-2723270,0,0
984,2017-11-09,-6266952,0,0
985,2017-11-10,-6680977,0,0
986,2017-11-11,0,0,1
987,2017-11-12,0,0,1
988,2017-11-13,-11198567,0,0
989,2017-11-14,-4014303,0,0
990,2017-11-15,-4425877,0,0
991,2017-11-16,-2655720,0,0
992,2017-11-17,-1868989,0,0
993,2017-11-18,0,0,1
994,2017-11-19,0,0,1
995,2017-11-20,0,0,1
996,2017-11-21,-8139110,0,0
997,2017-11-22,-2391462,0,0
998,2017-11-23,-3449237,0,0
999,2017-11-24,-4601158,0,0
1000,2017-11-25,0,0,1
1001,2017-11-26,0,0,1
1002,2017-11-27,-7715947,0,0
1003,2017-11-28,-3038467,0,0
1004,2017-11-29,-2366604,0,0
1005,2017-11-30,396047,0,0
1006,2017-12-01,-2214498,0,0
1007,2017-12-02,0,0,1
1008,2017-12-03,0,0,1
1009,2017-12-04,-6464116,0,0
1010,2017-12-05,-6996931,0,0
1011,2017-12-06,-516439,0,0
1012,2017-12-07,-8948573,0,0
1013,2017-12-08,0,0,1
1014,2017-12-09,0,0,1
1015,2017-12-10,0,0,1
1016,2017-12-11,-6860071,0,0
1017,2017-12-12,-4422728,0,0
1018,2017-12-13,-2363696,0,0
1019,2017-12-14,-1462246,0,0
1020,2017-12-15,-498641,0,0
1021,2017-12-16,0,0,1
1022,2017-12-17,0,0,1
1023,2017-12-18,-3166121,0,0
1024,2017-12-19,1127076,0,0
1025,2017-12-20,-50435,0,0
1026,2017-12-21,2427013,0,0
1027,2017-12-22,2372355,0,0
1028,2017-12-23,0,0,1
1029,2017-12-24,0,0,1
1030,2017-12-25,0,0,1
1031,2017-12-26,-1724387,0,0
1032,2017-12-27,-194281,0,0
1033,2017-12-28,33721,0,0
1034,2017-12-29,2477447,0,0
1035,2017-12-30,0,0,1
1036,2017-12-31,0,0,1
